,name,price,url,description,Alcohol percentage,Bottle volume ml,Brand,Gift box,Country of origin,Type,Vintage,years old,brand_match,brand_match2,missing_brands
56,Balvenie 12 Year Double Wood Single Malt 700ml w/Gift Box,93,https://www.paneco.com.sg/products/balvenie-12-year-double-wood-single-malt-700ml-w-gift-box,"
The Balvenie DoubleWood 12 year old single malt whisky gains its distinctive character from being matured in two wood types. To make The Balvenie DoubleWood, David Stewart MBE takes whisky that has spent at least 12 years in traditional whisky casks, American Oak ex-bourbon barrels and hogsheads, and moves it to Spanish oak ex-Oloroso sherry casks for an additional nine months. The whisky is then transferred to large oak vessels called “tuns” for 3-4 months to allow the whiskies to “marry”.  Each stage lends different qualities to the resulting single malt whisky. The traditional casks soften and add delicate character, the sherry wood brings depth and fullness of flavour and the final few months in our tuns allow the whiskies to marry harmoniously.
                ",40,700ml,balvenie,Yes,Scotland,,,12 Year,balvenie,balvenie,
57,Balvenie 14 Year Caribbean Cask Single Malt 700ml w/Gift Box,134.99,https://www.paneco.com.sg/products/balvenie-14-year-caribbean-cask-single-malt-700ml-w-gift-box,"
The Balvenie Caribbean Cask 14 year old single malt whisky has been matured in traditional oak whisky casks for 14 years, and then ‘finished’ in casks that previously held Caribbean rum.To create the ideal finish Malt Master David C. Stewart MBE filled American oak casks with his own blend of select West Indian rums.When he judged the casks to be ready, the rum was replaced with the 14 year old spirit and the wood was put to work adding the final touches.The result is an exceptional single malt whisky with the traditional smooth, honeyed character of The Balvenie married with notes of toffee and a hint of fruit, with a warm, lingering finish.
                ",43,700ml,balvenie,Yes,Scotland,,,14 Year,balvenie,balvenie,
58,Balvenie 19 Year - The Edge of Burnhead Wood Single Malt 700ml w/Gift Box,784,https://www.paneco.com.sg/products/balvenie-19-year-the-edge-of-burnhead-wood-single-malt-700ml-w-gift-box,"
The Balvenie 19 Year - The Edge of Burnhead Wood is part of The Balvenie Stories series from the renowned Speyside distillery. Inspired by Malt Master David C. Stewart's experimentation with barley and heather grown in the distillery grounds, this expression has been matured for 19 years and bottled at 48.7% abv
                ",48.7,700ml,balvenie,Yes,Scotland,,,19 Year,balvenie,balvenie,
59,Balvenie 21 Year Portwood Single Malt 700ml w/Gift Box,380,https://www.paneco.com.sg/products/balvenie-21-year-portwood-single-malt-700ml-w-gift-box,"
To create The Balvenie PortWood 21 year old single malt whisky, a marriage of rare Balvenie is transferred to port casks, or pipes, which have held fine port wines.Here it is sampled regularly by The Balvenie Malt Master David C. Stewart MBE to ensure that just the right amount of character is imparted by the port casks, enhancing and developing the single malt whilst preserving its original characteristics.Considered by many to be David’s finest creation, this whisky is one of his proudest achievements and has won an array of highly coveted industry awards since its release in 1996.
                ",40,700ml,balvenie,Yes,Scotland,,,21 Year,balvenie,balvenie,
60,Basil Haydens 1L,102.5,https://www.paneco.com.sg/products/basil-haydens-1l,"
If you love straight bourbon but is on the lookout for something slightly spicy, the Basil Hayden's straight bourbon comes with a uniquely high-rye mashbill in its flavour profile. Do expect a spicy, light-bodied and hint of peppermint.   
                ",40,1000ml,basil hayden's,No,United States,Bourbon,,,-,-,basil hayden's
61,Bells Original 700ml,54.5,https://www.paneco.com.sg/products/bells-original-700ml,"
The unique flavour of Bell's Blended Scotch Whisky comes from some of the finest malt whiskies in Scotland - from the fresh, sweet malts of Speyside to the smoky sea salt of the Islands - all matured in selected oak casks for a richer flavour.The malt at the heart of the Bell's blend is rich, spiced and nutty (a bit like ginger cake), and comes from the Blair Athol distillery.
                ",40,700ml,bell's,No,Scotland,,,,-,-,bell's
62,Benriach 10 Year 700ml w/Gift Box,98.95,https://www.paneco.com.sg/products/benriach-10-year-single-malt-700ml-w-gift-box,"
Benriach 10 Year is a flagship expression from the BenRiach distillery. This 10 year old Speyside single malt is drawn from ex-bourbon and ex-sherry casks after at least a decade of slumber, resulting in a malt that shows off the distillery’s style wonderfully.
",43,700ml,benriach,Yes,Scotland,,,10 Year,benriach,benriach,
63,Benriach 21 Year Temporis Peated 700ml w/Gift Box,284.5,https://www.paneco.com.sg/products/benriach-21-year-temporis-peated-single-malt-700ml-w-gift-box,"
A peated expression from The BenRiach distillery, Temporis (meaning 'time' in Latin) recreates the original character of Speyside malts of the 19th century, when the use of peated malt was widespread across the region. This expression is crafted with whisky matured for at least 21 years in a combination of bourbon barrels, virgin oak casks, Pedro Ximenez and Oloroso sherry wood.Sweet pear notes and toasted oak spice combine with honeyed peat and smoked pinewood. The palate is smooth and creamy with rich peat building to smoked cinnamon, star anise and pineapple. The sweet and smoky finish is long and lingering.
                ",46,700ml,benriach,Yes,Scotland,,,21 Year,benriach,benriach,
64,BenRiach 22 Year Albariza - Peated 700ml w/Gift Box,386,https://www.paneco.com.sg/products/benriach-22-year-albariza-peated-single-malt-700ml-w-gift-box,"
                  The BenRiach 22 Year Albariza - Peated is stored in Pedro Ximenez sherry casks and has spent 22 years developing its flavour. With a taste of fig, black cherry and sweet peppers up front, vanilla, dark chocolate and honey filter through.
                ",46,700ml,benriach,Yes,Scotland,,,22 Year,benriach,benriach,
65,BenRiach 22 Year Dark Rum Cask Finish 700ml w/Gift Box,386,https://www.paneco.com.sg/products/benriach-22-year-dark-rum-cask-finish-single-malt-700ml-w-gift-box,"
BenRiach  have a proud history of producing peated Speyside malt and using interesting barrels to finish their whiskies; with this release they have combined both. The Benriach 22 Year Dark Rum Cask Finish was originally mature in American oak barrels before being finished in dark rum casks. 
",46,700ml,benriach,Yes,Scotland,,,22 Year,benriach,benriach,
66,Benriach 22 Year Dunder - Peated 700ml w/Gift Box,386,https://www.paneco.com.sg/products/benriach-22-year-dunder-peated-single-malt-700ml-w-gift-box,"
BenRiach 22 year old Dunder Peated is a limited production release.Unusual for a Speyside malt, the BenRiach Dunder is distilled from peated malted barley. The whisky is matured in American oak casks and then finished in dark rum barrels. ‘Dunder’ is the name of the cane-juice residue left in the still after distillation; traditionally used as a yeast source in the fermentation process of Jamaican rum. Bottled at natural colour and non chill filtered.
                ",46,700ml,benriach,Yes,Scotland,,,22 Year,benriach,benriach,
67,BenRiach Curiositas 10 Year Peated Style 700ml w/Gift Box,104.5,https://www.paneco.com.sg/products/benriach-curiositas-10-year-peated-style-single-malt-700ml-w-gift-box,"
BenRiach Curiositas achieves a peat richness through the use of malted barley dried in the traditional way over peat infused kilns.Traditionalists believe that peated malts achieve optimum balance of peat-bittersweet and oak infusion after 10 years of maturation.
                ",46,700ml,benriach,Yes,Scotland,,,10 Year,benriach,benriach,
68,BenRiach Heart of Speyside 700ml w/Gift Box,88.95,https://www.paneco.com.sg/products/benriach-heart-of-speyside-single-malt-700ml-w-gift-box,"
The BenRiach Heart of Speyside is the perfect introduction to the Classic Speyside range. Smooth and drinkable dram. Unpretentious in every way, it delivers an honest Speyside experience of fresh heather, fruit, honey and nuts.
                ",40,700ml,benriach,Yes,Scotland,,,,benriach,benriach,
69,Benriach Peated Quarter Cask 700ml wGift Box,115,https://www.paneco.com.sg/products/benriach-peated-quarter-cask-single-malt-700ml-w-gift-box,"
                  This UNIQUE single malt has been distilled from PEATED malted barley and has been FULLY matured in quarter casks. A smaller cask allows for more INTERACTION between the wood and the spirit, giving the whisky a great depth of flavour and aroma in a shorter period of time. Bottled at 46%, non chill filtered and natural colour, this is an EXTRAORDINARY, full-flavoured dram.

                ",46,700ml,benriach,Yes,Scotland,,,,benriach,benriach,
70,Benriach Quarter Cask 700ml wGift Box,115,https://www.paneco.com.sg/products/benriach-quarter-cask-single-malt-700ml-w-gift-box,"
                  This special single malt has been aged in quarter casks. A smaller cask allows for more interaction between the wood and spirit, giving the whisky a great depth of flavour and aroma in a shorter period of time. Bottled at 46% ABV, non chill-filtered with natural colour, this is a full-flavoured whisky with fantastic depth.
                ",46,700ml,benriach,Yes,Scotland,,,,benriach,benriach,
71,Benriach The Original Ten - 10 Year 700ml w/Gift Box,99.95,https://www.paneco.com.sg/products/benriach-the-original-ten-10-year-single-malt-700ml-w-gift-box,"
The Original Ten encapsulates the signature smooth and multi-layered character of Benriach. Three cask matured for at least ten years in bourbon barrels,sherry casks and virgin oak, to create layers of luscious orchard fruit, sumptuous honeyed malt and toasted oak, all interwoven with a subtle trace of smoke.The perfect introduction to our signature style and richly layered Speyside Single Malt.
                ",43,700ml,benriach,Yes,Scotland,,,10 Year,benriach,benriach,
72,Benriach The Smoky Ten - 10 Year 700ml w/Gift Box,117.5,https://www.paneco.com.sg/products/benriach-the-smoky-ten-10-year-single-malt-700ml-w-gift-box,"
Benriach The Smoky Ten has been crafted from a combination of unpeated and peated spirit and three cask matured for at least ten years in a combination of bourbon barrels, Jamaican rum casks and toasted virgin oak. The whisky is then expertly married together to create sublimely smooth layers of sunripe fruit, aromatic smoke and toasted oak spice, lingering into the perfectly balanced sweet and smoky finish.
                ",46,700ml,benriach,Yes,Scotland,,,10 Year,benriach,benriach,
73,Benriach The Smoky Twelve - 12 Year 700ml w/Gift Box,144.95,https://www.paneco.com.sg/products/benriach-the-smoky-twelve-12-year-700ml-w-gift-box,"
The Smoky Twelve is the perfect marriage of fruit,malt, oak and rich layers of smoke. Crafted from a combination of unpeated and peated spirit and three cask matured for at least twelve years in bourbon barrels, sherry casks, and Marsala wine casks. The whisky from each cask is then expertly married together to create a smooth, creamy single malt, multilayered with flavours of ripened fruit, aromatic smoky sweetness and warming oak spice.
                ",46,700ml,benriach,Yes,Scotland,,,12 Year,benriach,benriach,
74,Benriach The Twelve - 12 Year 700ml w/Gift Box,117.95,https://www.paneco.com.sg/products/benriach-the-twelve-12-year-single-malt-700ml-w-gift-box,"
Benriach spirit is three cask matured for at least twelve years in sherry casks, bourbon barrels and port casks. The whisky from each cask is then expertly married together to create a smooth, sherry-rich single malt, layered with baked fruit, maple honey and cocoa, perfectly balanced with a lingering sultana and spiced mocha finish.
",46,700ml,benriach,Yes,Scotland,,,12 Year,benriach,benriach,
75,Benromach 10 Year 700ml w/Gift Box,98.5,https://www.paneco.com.sg/products/benromach-10-year-single-malt-700ml-w-gift-box,"
                  Grain by grain, drop by drop, Benromach handcrafts their exceptional Speyside single malt to taste the way whisky should from a beautiful part of Scotland.
                ",43,700ml,benromach,Yes,Scotland,,,10 Year,-,-,benromach
76,Benromach 15 Year 700ml w/Gift Box,164.95,https://www.paneco.com.sg/products/benromach-15-year-single-malt-700ml-w-gift-box,"
                  Only ever matured in the highest quality oak casks, Benromach 15 Year single malt whisky gives cracked pepper, charred oak, apples, dark chocolate and forest fruits with rich sherry notes and a touch of smoke.
                ",43,700ml,benromach,Yes,Scotland,,,15 Year,-,-,benromach
